d,net_gex,spot,dollar_vol
2025-12-11,6185550047,689.17,59388327356.0
2025-12-12,-2530722567,681.76,77148167233.0
2025-12-15,-1879117010,680.73,61817770256.0
2025-12-16,-5232931768,678.87,82842912826.0
2025-12-17,-9595643874,671.4,74273761981.0
2025-12-18,-3225727512,676.47,73498529964.0
2025-12-19,3348886778,680.59,70508786487.0
2025-12-22,7363133840,684.83,47634516050.0
2025-12-23,12122910625,687.96,44607327825.0
2025-12-24,13050710512,690.38,27232453521.0
2025-12-26,5525363923,690.31,28726077021.0
2025-12-29,-1265579522,687.85,43031550548.0
2025-12-30,728417467,687.01,32399872968.0
2025-12-31,-5197915834,681.92,50560820749.0
2026-01-02,-3908535980,682.6,61059820197.0
2026-01-05,3350989114,687.97,49465771877.0
2026-01-06,5943093942,692.05,47924307409.0
2026-01-07,-1195460557,689.5,52124181206.0
2026-01-08,-1648981954,689.43,44141879217.0
2026-01-09,3015601319,694.83,55612706372.0
2026-01-12,1855571886,695.33,44473554442.0
2026-01-13,-4013933950,692.06,54328922098.0
2026-01-14,-8980364060,688.86,65361005225.0
2026-01-15,-3103603658,691.75,53899190120.0
2026-01-16,-3715242557,691.91,54841165943.0
2026-01-20,-13388558610,677.07,75633717522.0
2026-01-21,-6783137089,685.38,87624623421.0
2026-01-22,-4284462821,688.47,53128762050.0
2026-01-23,-4253936298,689.22,43462566876.0
2026-01-26,11454315,693.7,41892014293.0
2026-01-27,-231556772,695.9,38603936947.0
2026-01-28,-2175978360,695.22,42540370279.0
2026-01-29,-4563638259,692.55,67659320106.0
2026-01-30,-5047336478,691.45,70466831164.0
2026-02-02,-1045099940,695.57,55136622836.0
2026-02-03,-8672554382,688.63,74403461999.0
2026-02-04,-7521753612,687.76,72190344731.0
2026-02-05,-15467597332,677.05,76984949741.0
2026-02-06,-1617148545,690.87,61553302677.0
2026-02-09,2100992271,694.73,51272635442.0
2026-02-10,-2991676944,693.11,45116326366.0
2026-02-11,-4024859138,692.49,52833846322.0
2026-02-12,-13635334422,682.29,80954635151.0
2026-02-13,-11220564241,680.23,65630368125.0
2026-02-17,-9250641947,682.79,55553054909.0
2026-02-18,-5821629913,685.85,50490559570.0
2026-02-19,-8599858375,683.37,40144340167.0
2026-02-20,-3254044085,689.03,68966439887.0
2026-02-23,-9844824683,681.41,61795943186.0
2026-02-24,-5142500839,687.29,50725534643.0
2026-02-25,-253688545,693.17,39072520301.0
2026-02-26,-8910464665,689.2,49402819425.0
2026-02-27,-7916851888,685.25,57149071497.0
2026-03-02,-7050446182,686.34,60042600963.0
2026-03-03,-10953152209,680.57,71436760817.0
2026-03-04,-4950923954,686.57,54250101073.0
2026-03-05,-12145794369,679.79,72632074255.0
2026-03-06,-10805395543,672.68,67699925552.0
2026-03-09,-8961618340,677.93,69636422884.0
2026-03-10,-9203196721,677.51,55193758457.0
2026-03-11,-12112631017,675.95,46289176131.0
2026-03-12,-16826264562,666.95,72522077866.0
2026-03-13,-14543975062,661.52,64374718322.0
2026-03-16,-12990210433,668.61,54875916996.0
2026-03-17,-13301854545,671.05,58444589206.0
2026-03-18,-19327869457,661.8,54278664917.0
2026-03-19,-20887559079,660.02,73417594142.0
2026-03-20,-10999152065,646.35,106117403173.0
2026-03-23,-8298833368,658.04,88346994184.0
2026-03-24,-11114029541,653.6,63004109144.0
2026-03-25,-9942797833,656.21,59543229580.0
2026-03-26,-15460670773,645.35,62247575087.0
2026-03-27,-14689952367,633.67,65723050830.0
2026-03-30,-16470555010,630.96,62739387615.0
2026-03-31,-7783792513,650.25,99199030690.0
2026-04-01,-5731887580,656.02,64109663505.0
2026-04-02,-8335353903,654.25,44831687389.0
2026-04-06,-6336314754,658.48,25767984508.0
2026-04-07,-7490134794,658.42,46132477238.0
2026-04-08,4424477970,675.0,63278660575.0
2026-04-09,7403780321,680.28,38846248370.0
2026-04-10,1886842188,679.14,28709564038.0
2026-04-13,2581951124,684.0,37176876057.0
2026-04-14,7679144299,694.04,44084669425.0
2026-04-15,7861107659,699.35,40764785718.0
2026-04-16,7880968450,701.5,35063632842.0
2026-04-17,6300619749,710.01,50179842701.0
2026-04-20,1916673299,707.73,30862486820.0
2026-04-21,-1158469583,703.36,41499461919.0
2026-04-22,589941955,710.46,30239583319.0
2026-04-23,-3419616049,707.54,39796470986.0
2026-04-24,1506185750,713.74,32257237190.0
2026-04-27,2091207325,715.26,23697801037.0
2026-04-28,-1413757875,711.68,30686222511.0
2026-04-29,-616565799,710.71,29786170251.0
2026-04-30,4240279596,719.24,48323343388.0
2026-05-01,2982732301,722.03,31023839421.0
2026-05-04,-901319392,717.68,37301050813.0
2026-05-05,4292007470,724.75,26731142885.0
2026-05-06,6712121930,733.9,39104994398.0
2026-05-07,2495451005,731.21,37840683752.0
2026-05-08,4335635234,737.39,34835653271.0
2026-05-11,2690998926,738.43,32546942663.0
2026-05-12,969316341,737.79,39998504357.0
2026-05-13,5720979450,743.44,32810250354.0
2026-05-14,6317043299,748.26,33897786318.0
2026-05-15,-1797075879,740.11,44653850004.0
2026-05-18,-2406932650,737.84,35339897903.0
2026-05-19,-5124629456,733.8,39809180447.0
2026-05-20,705264963,741.22,33925530000.0
2026-05-21,1830006520,742.3,32183690315.0
2026-05-22,1356311994,745.39,31139418292.0
2026-05-26,3766523374,750.58,30866964028.0
2026-05-27,3844010629,750.74,31599094823.0
2026-05-28,5620573724,754.84,31363136945.0
2026-05-29,3216550501,757.3,41663664460.0
2026-06-01,3444276918,758.89,33098816087.0
2026-06-02,2828425621,759.22,23988664014.0
2026-06-03,-1486393631,755.15,38769821098.0
2026-06-04,2249352569,757.73,37796205411.0
2026-06-05,-7838465096,738.14,69321880823.0
2026-06-08,-8375370294,739.62,36457663657.0
2026-06-09,-11656384180,733.75,64627122605.0
2026-06-10,-11985961482,726.96,43773388817.0
2026-06-11,-5311072139,738.83,63691190523.0
2026-06-12,-5543546687,740.63,42338719125.0
2026-06-15,3658552756,754.37,45422953040.0
2026-06-16,-1134256942,750.92,50341966870.0
2026-06-17,-8857298992,740.15,63681957280.0
2026-06-18,-939079084,746.74,60393119428.0
2026-06-22,-3831964708,744.39,34709492042.0
2026-06-23,-9176576488,733.58,49037476686.0
2026-06-24,-7472583224,733.24,42116938419.0
2026-06-25,-9522961649,734.3,39604029262.0
2026-06-26,-8527678231,728.99,51783074966.0
2026-06-29,-2629832312,741.0,43004083200.0
2026-06-30,1647650225,746.77,41539829106.0
2026-07-01,-500198509,745.76,35125967644.0
2026-07-02,-2152940006,744.78,42785974167.0
2026-07-06,3436992447,751.28,38069838309.0
2026-07-07,-1476698313,747.71,32691003726.0
2026-07-08,-3580324264,745.4,32624221029.0
2026-07-09,4599663067,751.71,31152141218.0
2026-07-10,5331143479,754.95,31852322450.0
2026-07-13,-3138860888,749.17,32973667960.0
2026-07-14,794978421,751.83,26421637474.0
2026-07-15,2975772231,754.81,33094493381.0
2026-07-16,-5060516139,750.72,34840763696.0
2026-07-17,-8238105904,743.29,46567860413.0
2026-07-20,-9561260070,742.09,37417885961.0
2026-07-21,-3103867135,748.28,25684188210.0
2026-07-22,-2905539369,747.41,24542103360.0
2026-07-23,-12867143009,738.18,40922705708.0
2026-07-24,-10198398801,738.93,33090762932.0
2026-07-27,-10128720434,739.09,30643559421.0
2026-07-28,-8876402208,740.86,35059124399.0
2026-07-29,-17197161207,729.46,51570781065.0
2026-07-30,-6376459839,741.69,49553273260.0
2026-07-31,-937436169,747.03,46648962506.0
2026-08-03,7043880144,757.67,45405267901.0
2026-08-04,7770009183,771.33,53341173066.0
2026-08-05,6358891941,769.79,34401221307.0
2026-08-06,3159435247,768.56,29525692570.0
2026-08-07,7033424880,773.26,33703542764.0
2026-08-10,10534768533,773.03,30341042135.0
2026-08-11,5266321541,770.56,28310836646.0

2026-08-12,8501476951,772.49,25428133669.0
2026-08-13,18441269276,777.88,27327231663.0
2026-08-14,3504660981,776.34,24189479650.0
