d,clock,callv,putv,totv
2025-06-13,12:00,1789965,1746083,3536048
2025-06-13,13:30,2305884,2393500,4699384
2025-06-16,12:00,1274524,1608964,2883488
2025-06-16,13:30,1707445,2084844,3792289
2025-06-17,12:00,1377277,1466349,2843626
2025-06-17,13:30,2009434,2212281,4221715
2025-06-18,12:00,1109079,1184523,2293602
2025-06-18,13:30,1614850,1820189,3435039
2025-06-20,12:00,2001129,1659727,3660856
2025-06-20,13:30,2558859,2197247,4756106
2025-06-23,12:00,1727166,2226337,3953503
2025-06-23,13:30,2352402,2976405,5328807
2025-06-24,12:00,1550516,1681179,3231695
2025-06-24,13:30,1947711,2211416,4159127
2025-06-25,12:00,1457210,1360342,2817552
2025-06-25,13:30,1958298,1788120,3746418
2025-06-26,12:00,1266021,1370184,2636205
2025-06-26,13:30,1698822,1834564,3533386
2025-06-27,12:00,1603076,1332090,2935166
2025-06-27,13:30,2223162,2090430,4313592
2025-06-30,12:00,1208712,1143633,2352345
2025-06-30,13:30,1587694,1563346,3151040
2025-07-01,12:00,1635586,1297763,2933349
2025-07-01,13:30,1998290,1627466,3625756
2025-07-02,12:00,1369481,1141420,2510901
2025-07-02,13:30,1607944,1465456,3073400
2025-07-03,12:00,1639543,1681990,3321533
2025-07-03,13:30,1666229,1728771,3395000
2025-07-07,12:00,1603430,1476184,3079614
2025-07-07,13:30,2159529,1947570,4107099
2025-07-08,12:00,1595914,1626739,3222653
2025-07-08,13:30,1995860,2024979,4020839
2025-07-09,12:00,1798089,1392809,3190898
2025-07-09,13:30,2199528,1747832,3947360
2025-07-10,12:00,1322104,1339599,2661703
2025-07-10,13:30,1673848,1769746,3443594
2025-07-11,12:00,1516148,1261285,2777433
2025-07-11,13:30,1796192,1590047,3386239
2025-07-14,12:00,1388114,1211757,2599871
2025-07-14,13:30,1698293,1625090,3323383
2025-07-15,12:00,2067294,1548238,3615532
2025-07-15,13:30,2550870,1912803,4463673
2025-07-16,12:00,2061043,2133053,4194096
2025-07-16,13:30,2440720,2587603,5028323
2025-07-17,12:00,1459738,1265218,2724956
2025-07-17,13:30,1756390,1575379,3331769
2025-07-18,12:00,1565636,1652856,3218492
2025-07-18,13:30,1967975,2012320,3980295
2025-07-21,12:00,1258795,1390220,2649015
2025-07-21,13:30,1436459,1675540,3111999
2025-07-22,12:00,1467245,1533941,3001186
2025-07-22,13:30,1917118,1986675,3903793
2025-07-23,12:00,1398948,1305972,2704920
2025-07-23,13:30,1838761,1739132,3577893
2025-07-24,12:00,1283608,1377827,2661435
2025-07-24,13:30,1671726,1769083,3440809
2025-07-25,12:00,1225223,1246087,2471310
2025-07-25,13:30,1474881,1679037,3153918
2025-07-28,12:00,1471288,1052631,2523919
2025-07-28,13:30,1987908,1477190,3465098
2025-07-29,12:00,1504949,1512002,3016951
2025-07-29,13:30,1937501,1877824,3815325
2025-07-30,12:00,786794,843308,1630102
2025-07-30,13:30,1086315,1220892,2307207
2025-07-31,12:00,1207857,1451848,2659705
2025-07-31,13:30,1772151,2140102,3912253
2025-08-01,12:00,1778914,1984636,3763550
2025-08-01,13:30,2302042,2504360,4806402
2025-08-04,12:00,1420603,1495413,2916016
2025-08-04,13:30,1660608,1886100,3546708
2025-08-05,12:00,1920083,1789221,3709304
2025-08-05,13:30,2322960,2207707,4530667
2025-08-06,12:00,1576049,1728020,3304069
2025-08-06,13:30,1815704,2112084,3927788
2025-08-07,12:00,2074880,1578136,3653016
2025-08-07,13:30,2638459,1984559,4623018
2025-08-08,12:00,1514798,1553377,3068175
2025-08-08,13:30,1811119,1952196,3763315
2025-08-11,12:00,1444154,1398160,2842314
2025-08-11,13:30,1888001,1775794,3663795
2025-08-12,12:00,1653774,1507319,3161093
2025-08-12,13:30,1988734,1960212,3948946
2025-08-13,12:00,1614273,1405020,3019293
2025-08-13,13:30,2059238,1716196,3775434
2025-08-14,12:00,1472247,1645519,3117766
2025-08-14,13:30,1830218,2090047,3920265
2025-08-15,12:00,1506351,1384699,2891050
2025-08-15,13:30,1920634,1695007,3615641
2025-08-18,12:00,1334317,1118592,2452909
2025-08-18,13:30,1673179,1409500,3082679
2025-08-19,12:00,1741283,1621202,3362485
2025-08-19,13:30,2254660,2027890,4282550
2025-08-20,12:00,1871072,2093129,3964201
2025-08-20,13:30,2335397,2604980,4940377
2025-08-21,12:00,1629935,1721290,3351225
2025-08-21,13:30,2135668,2177292,4312960
2025-08-22,12:00,1698958,1970708,3669666
2025-08-22,13:30,2076895,2470382,4547277
2025-08-25,12:00,1356377,1142492,2498869
2025-08-25,13:30,1748970,1645285,3394255
2025-08-26,12:00,1322916,1201062,2523978
2025-08-26,13:30,1709422,1601153,3310575
2025-08-27,12:00,886768,894472,1781240
2025-08-27,13:30,1063471,1116694,2180165
2025-08-28,12:00,1367831,1295613,2663444
2025-08-28,13:30,1578587,1589358,3167945
2025-08-29,12:00,1772594,1411860,3184454
2025-08-29,13:30,2180528,1704242,3884770
2025-09-02,12:00,1603232,1271801,2875033
2025-09-02,13:30,2037640,1605246,3642886
2025-09-03,12:00,1683004,1567948,3250952
2025-09-03,13:30,2222511,1990777,4213288
2025-09-04,12:00,1303396,1430089,2733485
2025-09-04,13:30,1615544,1858903,3474447
2025-09-05,12:00,2177269,1985902,4163171
2025-09-05,13:30,2712084,2330646,5042730
2025-09-08,12:00,1522793,1492255,3015048
2025-09-08,13:30,1982672,1896732,3879404
2025-09-09,12:00,1380613,1495105,2875718
2025-09-09,13:30,1759455,1887742,3647197
2025-09-10,12:00,1433881,1622270,3056151
2025-09-10,13:30,1882804,2082984,3965788
2025-09-11,12:00,1267486,1665984,2933470
2025-09-11,13:30,1524080,2080470,3604550
2025-09-12,12:00,1182982,1359152,2542134
2025-09-12,13:30,1420779,1672191,3092970
2025-09-15,12:00,1171156,1253800,2424956
2025-09-15,13:30,1527042,1671159,3198201
2025-09-16,12:00,1266332,1259489,2525821
2025-09-16,13:30,1614745,1561667,3176412
2025-09-17,12:00,555986,646798,1202784
2025-09-17,13:30,1136629,1153846,2290475
2025-09-18,12:00,1626648,1607042,3233690
2025-09-18,13:30,1957168,2003161,3960329
2025-09-19,12:00,1452367,1444557,2896924
2025-09-19,13:30,1684159,1844900,3529059
2025-09-22,12:00,1362559,1418051,2780610
2025-09-22,13:30,1611622,1835542,3447164
2025-09-23,12:00,1316801,1401447,2718248
2025-09-23,13:30,2042373,2109603,4151976
2025-09-24,12:00,1549566,1802603,3352169
2025-09-24,13:30,1989945,2197660,4187605
2025-09-25,12:00,1563065,1707361,3270426
2025-09-25,13:30,2164472,2390793,4555265
2025-09-26,12:00,1981333,1683243,3664576
2025-09-26,13:30,2336753,2179363,4516116
2025-09-29,12:00,1474438,1584247,3058685
2025-09-29,13:30,1988046,1937886,3925932
2025-09-30,12:00,1450816,1628725,3079541
2025-09-30,13:30,1951933,2093810,4045743
2025-10-01,12:00,1442217,1651866,3094083
2025-10-01,13:30,1943348,2236698,4180046
2025-10-02,12:00,1599887,1632361,3232248
2025-10-02,13:30,2083087,1909749,3992836
2025-10-03,12:00,1501007,1589427,3090434
2025-10-03,13:30,2270593,2734689,5005282
2025-10-06,12:00,1320921,1404797,2725718
2025-10-06,13:30,1735807,1888671,3624478
2025-10-07,12:00,2001890,2190964,4192854
2025-10-07,13:30,2518637,2593444,5112081
2025-10-08,12:00,1367476,1523605,2891081
2025-10-08,13:30,1614465,1973746,3588211
2025-10-09,12:00,1651198,1953000,3604198
2025-10-09,13:30,2148130,2375425,4523555
2025-10-10,12:00,2679828,2625989,5305817
2025-10-10,13:30,3312883,3199805,6512688
2025-10-13,12:00,1367811,1427422,2795233
2025-10-13,13:30,1726822,1889169,3615991
2025-10-14,12:00,1967601,2055405,4023006
2025-10-14,13:30,2472574,2576599,5049173
2025-10-15,12:00,2261629,2341738,4603367
2025-10-15,13:30,3146399,3216224,6362623
2025-10-16,12:00,2393563,2553469,4947032
2025-10-16,13:30,3148258,3308507,6456765
2025-10-17,12:00,2001390,2174886,4176276
2025-10-17,13:30,2620370,2880143,5500513
2025-10-20,12:00,1039098,1626529,2665627
2025-10-20,13:30,1401379,2111682,3513061
2025-10-21,12:00,1790233,2036972,3827205
2025-10-21,13:30,2289257,2699054,4988311
2025-10-22,12:00,2106333,2475465,4581798
2025-10-22,13:30,2618460,2895512,5513972
2025-10-23,12:00,1898116,1742609,3640725
2025-10-23,13:30,2422358,2434826,4857184
2025-10-24,12:00,1857733,2138174,3995907
2025-10-24,13:30,2232175,2533514,4765689
2025-10-27,12:00,1316377,1518424,2834801
2025-10-27,13:30,1558899,2028964,3587863
2025-10-28,12:00,1837301,1690511,3527812
2025-10-28,13:30,2341544,2230510,4572054
2025-10-29,12:00,697332,759675,1457007
2025-10-29,13:30,967652,1059929,2027581
2025-10-30,12:00,1300639,1557340,2857979
2025-10-30,13:30,1650449,1978122,3628571
2025-10-31,12:00,1555213,1877589,3432802
2025-10-31,13:30,2101652,2435974,4537626
2025-11-03,12:00,1910128,1720755,3630883
2025-11-03,13:30,2262419,2193185,4455604
2025-11-04,12:00,1655657,1943385,3599042
2025-11-04,13:30,2182691,2412288,4594979
2025-11-05,12:00,1754332,1686889,3441221
2025-11-05,13:30,2119640,2078803,4198443
2025-11-06,12:00,2315849,1970268,4286117
2025-11-06,13:30,3015199,2449478,5464677
2025-11-07,12:00,2041500,1949120,3990620
2025-11-07,13:30,2671695,2432180,5103875
2025-11-10,12:00,2159264,1816343,3975607
2025-11-10,13:30,2643863,2351593,4995456
2025-11-11,12:00,1620228,1426206,3046434
2025-11-11,13:30,2189286,1879146,4068432
2025-11-12,12:00,1953558,1703388,3656946
2025-11-12,13:30,2508086,2065851,4573937
2025-11-13,12:00,2362574,1878646,4241220
2025-11-13,13:30,3195094,2456264,5651358
2025-11-14,12:00,2224822,1970111,4194933
2025-11-14,13:30,2746381,2682657,5429038
2025-11-17,12:00,1963369,1810790,3774159
2025-11-17,13:30,2728314,2424831,5153145
2025-11-18,12:00,2550468,2243367,4793835
2025-11-18,13:30,3138380,2891628,6030008
2025-11-19,12:00,1909223,1763347,3672570
2025-11-19,13:30,2460318,2195365,4655683
2025-11-20,12:00,2658220,3172195,5830415
2025-11-20,13:30,3495453,3814930,7310383
2025-11-21,12:00,1950337,2609046,4559383
2025-11-21,13:30,2697538,3575555,6273093
2025-11-24,12:00,2055583,2149647,4205230
2025-11-24,13:30,2438450,2800117,5238567
2025-11-25,12:00,2424945,2368031,4792976
2025-11-25,13:30,2801130,2946713,5747843
2025-11-26,12:00,2481897,2085705,4567602
2025-11-26,13:30,3152967,2861680,6014647
2025-11-28,12:00,1776831,1487874,3264705
2025-11-28,13:30,1804071,1504257,3308328
2025-12-01,12:00,2239808,1722025,3961833
2025-12-01,13:30,2729595,2312646,5042241
2025-12-02,12:00,2778485,2302469,5080954
2025-12-02,13:30,3359152,2752312,6111464
2025-12-03,12:00,2029521,1909432,3938953
2025-12-03,13:30,2414056,2446460,4860516
2025-12-04,12:00,2211467,1752373,3963840
2025-12-04,13:30,2961684,2366439,5328123
2025-12-05,12:00,2288292,2325193,4613485
2025-12-05,13:30,2868859,2816342,5685201
2025-12-08,12:00,2280925,1694387,3975312
2025-12-08,13:30,3098129,2212917,5311046
2025-12-09,12:00,1906536,1881005,3787541
2025-12-09,13:30,2404455,2401434,4805889
2025-12-10,12:00,951047,1058198,2009245
2025-12-10,13:30,1417754,1622158,3039912
2025-12-11,12:00,2150425,1879555,4029980
2025-12-11,13:30,2550193,2306241,4856434
2025-12-12,12:00,2702607,2180787,4883394
2025-12-12,13:30,3330578,2684999,6015577
2025-12-15,12:00,2284887,2218363,4503250
2025-12-15,13:30,2801017,2644379,5445396
2025-12-16,12:00,2161965,2369050,4531015
2025-12-16,13:30,2914312,3012330,5926642
2025-12-17,12:00,2571288,2181109,4752397
2025-12-17,13:30,3266343,2594031,5860374
2025-12-18,12:00,2127617,2828784,4956401
2025-12-18,13:30,2633400,3615812,6249212
2025-12-19,12:00,1657403,2210945,3868348
2025-12-19,13:30,2033528,2868497,4902025
2025-12-22,12:00,1698233,1809285,3507518
2025-12-22,13:30,2082876,2311068,4393944
2025-12-23,12:00,1687696,1757865,3445561
2025-12-23,13:30,1992394,2215187,4207581
2025-12-24,12:00,1760130,1335963,3096093
2025-12-24,13:30,1776330,1359529,3135859
2025-12-26,12:00,1978161,1556514,3534675
2025-12-26,13:30,2423152,1882313,4305465
2025-12-29,12:00,1691344,1798404,3489748
2025-12-29,13:30,2116093,2151996,4268089
2025-12-30,12:00,1737250,1497440,3234690
2025-12-30,13:30,2065466,1817219,3882685
2025-12-31,12:00,1409125,1299242,2708367
2025-12-31,13:30,1886028,1637358,3523386
2026-01-02,12:00,2199336,2130714,4330050
2026-01-02,13:30,2715105,2519162,5234267
2026-01-05,12:00,1512528,1845116,3357644
2026-01-05,13:30,1834694,2331052,4165746
2026-01-06,12:00,1963489,2198799,4162288
2026-01-06,13:30,2385261,2861355,5246616
2026-01-07,12:00,1930012,1891335,3821347
2026-01-07,13:30,2479019,2457186,4936205
2026-01-08,12:00,1697387,1907062,3604449
2026-01-08,13:30,2169825,2467331,4637156
2026-01-09,12:00,2050419,2279201,4329620
2026-01-09,13:30,2376126,2834995,5211121
2026-01-12,12:00,1601291,1761635,3362926
2026-01-12,13:30,1946799,2301371,4248170
2026-01-13,12:00,2304739,2061665,4366404
2026-01-13,13:30,2871596,2443176,5314772
2026-01-14,12:00,2229226,1988525,4217751
2026-01-14,13:30,2771337,2418197,5189534
2026-01-15,12:00,1704386,1908252,3612638
2026-01-15,13:30,2146252,2433749,4580001
2026-01-16,12:00,1830624,1959249,3789873
2026-01-16,13:30,2333629,2607130,4940759
2026-01-20,12:00,2054637,1813208,3867845
2026-01-20,13:30,2713788,2397504,5111292
2026-01-21,12:00,2125485,2330723,4456208
2026-01-21,13:30,2804610,2867559,5672169
2026-01-22,12:00,2050841,1938162,3989003
2026-01-22,13:30,2475108,2507409,4982517
2026-01-23,12:00,1879228,2211301,4090529
2026-01-23,13:30,2448734,2759377,5208111
2026-01-26,12:00,1567460,1861559,3429019
2026-01-26,13:30,1989900,2513976,4503876
2026-01-27,12:00,1736773,2122708,3859481
2026-01-27,13:30,2180098,2704703,4884801
2026-01-28,12:00,1215817,1216389,2432206
2026-01-28,13:30,1616863,1597726,3214589
2026-01-29,12:00,2247939,2216709,4464648
2026-01-29,13:30,2701218,2670639,5371857
2026-01-30,12:00,1774395,1941560,3715955
2026-01-30,13:30,2403421,2600826,5004247
2026-02-02,12:00,1615574,1976127,3591701
2026-02-02,13:30,1889187,2531223,4420410
2026-02-03,12:00,2102950,2564939,4667889
2026-02-03,13:30,2963801,3198881,6162682
2026-02-04,12:00,1643507,2380820,4024327
2026-02-04,13:30,2098877,2848590,4947467
2026-02-05,12:00,1747115,2078000,3825115
2026-02-05,13:30,2232394,2661774,4894168
2026-02-06,12:00,1981269,2043835,4025104
2026-02-06,13:30,2277404,2572368,4849772
2026-02-09,12:00,1768046,1475357,3243403
2026-02-09,13:30,2265381,2022356,4287737
2026-02-10,12:00,1993615,1774710,3768325
2026-02-10,13:30,2587536,2417803,5005339
2026-02-11,12:00,1999810,2304865,4304675
2026-02-11,13:30,2408075,2800741,5208816
2026-02-12,12:00,2167143,2741691,4908834
2026-02-12,13:30,2767285,3203372,5970657
2026-02-13,12:00,1808408,2025782,3834190
2026-02-13,13:30,2185309,2582223,4767532
2026-02-17,12:00,1810896,2443505,4254401
2026-02-17,13:30,2296325,3042175,5338500
2026-02-18,12:00,1638471,1780561,3419032
2026-02-18,13:30,2080272,2569254,4649526
2026-02-19,12:00,1825916,2217561,4043477
2026-02-19,13:30,2341003,2837984,5178987
2026-02-20,12:00,2347414,2637930,4985344
2026-02-20,13:30,2848947,3682042,6530989
2026-02-23,12:00,2170706,2293093,4463799
2026-02-23,13:30,2800108,2884391,5684499
2026-02-24,12:00,2003116,2293133,4296249
2026-02-24,13:30,2371874,2973403,5345277
2026-02-25,12:00,1604906,1407770,3012676
2026-02-25,13:30,1838881,1755612,3594493
2026-02-26,12:00,2001463,2499397,4500860
2026-02-26,13:30,2614324,2968054,5582378
2026-02-27,12:00,1917494,2092027,4009521
2026-02-27,13:30,2307974,2566379,4874353
2026-03-02,12:00,1869944,2277867,4147811
2026-03-02,13:30,2392479,3006858,5399337
2026-03-03,12:00,2403486,2358910,4762396
2026-03-03,13:30,3071411,3158964,6230375
2026-03-04,12:00,2282541,2133058,4415599
2026-03-04,13:30,2696085,2626628,5322713
2026-03-05,12:00,2618658,2515650,5134308
2026-03-05,13:30,3381513,2957841,6339354
2026-03-06,12:00,2247352,2210252,4457604
2026-03-06,13:30,2822061,2838077,5660138
2026-03-09,12:00,2049676,2447916,4497592
2026-03-09,13:30,2676563,3182432,5858995
2026-03-10,12:00,2143280,2140192,4283472
2026-03-10,13:30,3011733,3269672,6281405
2026-03-11,12:00,2358965,2045749,4404714
2026-03-11,13:30,3150858,2802880,5953738
2026-03-12,12:00,2467378,2341443,4808821
2026-03-12,13:30,3234402,2909709,6144111
2026-03-13,12:00,2684298,2608717,5293015
2026-03-13,13:30,3414846,3279206,6694052
2026-03-16,12:00,2038402,2371330,4409732
2026-03-16,13:30,2661873,3110468,5772341
2026-03-17,12:00,2119582,2405467,4525049
2026-03-17,13:30,2656410,3102061,5758471
2026-03-18,12:00,1278483,1752824,3031307
2026-03-18,13:30,1796395,2291926,4088321
2026-03-19,12:00,1957999,2413520,4371519
2026-03-19,13:30,2537284,3185205,5722489
2026-03-20,12:00,2336892,2308881,4645773
2026-03-20,13:30,3116371,3170762,6287133
2026-03-23,12:00,2337031,2556929,4893960
2026-03-23,13:30,3017971,3270664,6288635
2026-03-24,12:00,1972462,2700907,4673369
2026-03-24,13:30,2641332,3598424,6239756
2026-03-25,12:00,2136733,2661244,4797977
2026-03-25,13:30,2649423,3421987,6071410
2026-03-26,12:00,1968919,2514765,4483684
2026-03-26,13:30,2831877,3237778,6069655
2026-03-27,12:00,2272684,2573617,4846301
2026-03-27,13:30,3083645,3554480,6638125
2026-03-30,12:00,1800562,2636345,4436907
2026-03-30,13:30,2477566,3602409,6079975
2026-03-31,12:00,2213080,3201876,5414956
2026-03-31,13:30,2791308,4118613,6909921
2026-04-01,12:00,1910810,2606440,4517250
2026-04-01,13:30,2639932,3755529,6395461
2026-04-02,12:00,2334823,3470717,5805540
2026-04-02,13:30,2805580,4304247,7109827
2026-04-06,12:00,1564496,1946625,3511121
2026-04-06,13:30,2144222,2828703,4972925
2026-04-07,12:00,1849050,2541418,4390468
2026-04-07,13:30,2293843,3190734,5484577
2026-04-08,12:00,1897001,2494654,4391655
2026-04-08,13:30,2491547,3371094,5862641
2026-04-09,12:00,2051428,2709642,4761070
2026-04-09,13:30,2576064,3609263,6185327
2026-04-10,12:00,2083243,2623013,4706256
2026-04-10,13:30,2646269,3229163,5875432
2026-04-13,12:00,2183125,2724071,4907196
2026-04-13,13:30,2612710,3289041,5901751
2026-04-14,12:00,2404208,2448098,4852306
2026-04-14,13:30,2945692,3237203,6182895
2026-04-15,12:00,2563429,2123390,4686819
2026-04-15,13:30,3311821,2761224,6073045
2026-04-16,12:00,2396132,2552690,4948822
2026-04-16,13:30,3133906,3307298,6441204
2026-04-17,12:00,2848041,2584086,5432127
2026-04-17,13:30,3643156,3703339,7346495
2026-04-20,12:00,1981738,2526220,4507958
2026-04-20,13:30,2542764,3077314,5620078
2026-04-21,12:00,2602895,2830724,5433619
2026-04-21,13:30,3572445,3954910,7527355
2026-04-22,12:00,1976724,2081143,4057867
2026-04-22,13:30,2471384,2699625,5171009
2026-04-23,12:00,1938956,2368027,4306983
2026-04-23,13:30,3268967,3970602,7239569
2026-04-24,12:00,2055053,2425836,4480889
2026-04-24,13:30,2545004,3168948,5713952
2026-04-27,12:00,1595820,1929265,3525085
2026-04-27,13:30,2113143,2471883,4585026
2026-04-28,12:00,1952474,2168919,4121393
2026-04-28,13:30,2529469,2710641,5240110
2026-04-29,12:00,971059,1387495,2358554
2026-04-29,13:30,1335271,1755983,3091254
2026-04-30,12:00,1849925,2010739,3860664
2026-04-30,13:30,2413580,2633973,5047553
2026-05-01,12:00,2502715,2561141,5063856
2026-05-01,13:30,3027188,3109639,6136827
2026-05-04,12:00,2040450,2574459,4614909
2026-05-04,13:30,2602206,3102821,5705027
2026-05-05,12:00,1776545,1902045,3678590
2026-05-05,13:30,2297078,2507216,4804294
2026-05-06,12:00,1973237,2181208,4154445
2026-05-06,13:30,2545636,2780952,5326588
2026-05-07,12:00,2258963,2560051,4819014
2026-05-07,13:30,3134554,3419214,6553768
2026-05-08,12:00,1781086,1959989,3741075
2026-05-08,13:30,2222384,2575326,4797710
2026-05-11,12:00,1574966,1985877,3560843
2026-05-11,13:30,2035616,2592365,4627981
2026-05-12,12:00,1916324,2623110,4539434
2026-05-12,13:30,2749648,3366456,6116104
2026-05-13,12:00,1967940,2309233,4277173
2026-05-13,13:30,2520717,2917200,5437917
2026-05-14,12:00,2754465,1956481,4710946
2026-05-14,13:30,3564205,2630489,6194694
2026-05-15,12:00,2483388,2260330,4743718
2026-05-15,13:30,3211431,2845627,6057058
2026-05-18,12:00,2425027,2319441,4744468
2026-05-18,13:30,3017447,2934048,5951495
2026-05-19,12:00,2358201,2544349,4902550
2026-05-19,13:30,3056346,3350575,6406921
2026-05-20,12:00,2339648,1758892,4098540
2026-05-20,13:30,2719940,2144462,4864402
2026-05-21,12:00,2424357,2005439,4429796
2026-05-21,13:30,3757237,2806127,6563364
2026-05-22,12:00,2197383,1750181,3947564
2026-05-22,13:30,3033610,2376854,5410464
2026-05-26,12:00,2114865,1870878,3985743
2026-05-26,13:30,2845364,2405619,5250983
2026-05-27,12:00,1977182,1824772,3801954
2026-05-27,13:30,2654408,2320089,4974497
2026-05-28,12:00,1823571,1894996,3718567
2026-05-28,13:30,2167717,2370599,4538316
2026-05-29,12:00,2296355,1929795,4226150
2026-05-29,13:30,2942388,2412300,5354688
2026-06-01,12:00,1965338,1573466,3538804
2026-06-01,13:30,2767407,2193803,4961210
2026-06-02,12:00,1891594,1534999,3426593
2026-06-02,13:30,2411812,2047500,4459312
2026-06-03,12:00,1992066,1786637,3778703
2026-06-03,13:30,2528980,2130711,4659691
2026-06-04,12:00,2461276,1944400,4405676
2026-06-04,13:30,3077397,2530480,5607877
2026-06-05,12:00,3172753,3568980,6741733
2026-06-05,13:30,4304997,4807252,9112249
2026-06-08,12:00,2835303,2600243,5435546
2026-06-08,13:30,3682543,3693808,7376351
2026-06-09,12:00,3837126,4827696,8664822
2026-06-09,13:30,5446084,6203166,11649250
2026-06-10,12:00,2994689,3781774,6776463
2026-06-10,13:30,4003434,4964438,8967872
2026-06-11,12:00,2671534,3579611,6251145
2026-06-11,13:30,4286777,5039528,9326305
2026-06-12,12:00,3621678,3072445,6694123
2026-06-12,13:30,4545179,3898791,8443970
2026-06-15,12:00,3042178,2534168,5576346
2026-06-15,13:30,3979613,3642263,7621876
2026-06-16,12:00,2964086,3241951,6206037
2026-06-16,13:30,3907822,4240263,8148085
2026-06-17,12:00,1703840,1981638,3685478
2026-06-17,13:30,2652880,3059221,5712101
2026-06-18,12:00,2467115,3100601,5567716
2026-06-18,13:30,3260806,4106588,7367394
2026-06-22,12:00,2787972,2807587,5595559
2026-06-22,13:30,3555601,3642699,7198300
2026-06-23,12:00,2532105,3085493,5617598
2026-06-23,13:30,3289913,4151803,7441716
2026-06-24,12:00,2498048,2882362,5380410
2026-06-24,13:30,3628964,4244705,7873669
2026-06-25,12:00,2897963,3628707,6526670
2026-06-25,13:30,3881623,4755814,8637437
2026-06-26,12:00,2620700,3192975,5813675
2026-06-26,13:30,3369795,4272065,7641860
2026-06-29,12:00,2760603,2980064,5740667
2026-06-29,13:30,3660298,3862090,7522388
2026-06-30,12:00,2733208,2544194,5277402
2026-06-30,13:30,3354794,3257925,6612719
2026-07-01,12:00,2941263,2481838,5423101
2026-07-01,13:30,3778544,3363651,7142195
2026-07-02,12:00,3634876,3302871,6937747
2026-07-02,13:30,4721296,4287908,9009204
2026-07-06,12:00,2370718,2414983,4785701
2026-07-06,13:30,3367459,3500860,6868319
2026-07-07,12:00,2812052,2985215,5797267
2026-07-07,13:30,3471129,3630628,7101757
2026-07-08,12:00,2503497,2966558,5470055
2026-07-08,13:30,3411509,3907396,7318905
2026-07-09,12:00,2722889,2369154,5092043
2026-07-09,13:30,3522266,3231551,6753817
2026-07-10,12:00,2968421,2628122,5596543
2026-07-10,13:30,3608630,3215125,6823755
2026-07-13,12:00,2413925,2882098,5296023
2026-07-13,13:30,3122563,3605761,6728324
2026-07-14,12:00,2642193,2257655,4899848
2026-07-14,13:30,3283737,2854603,6138340
2026-07-15,12:00,2648429,2820602,5469031
2026-07-15,13:30,3598812,3527251,7126063
2026-07-16,12:00,2524046,2907319,5431365
2026-07-16,13:30,3386480,3831838,7218318
2026-07-17,12:00,2609047,3060075,5669122
2026-07-17,13:30,3351208,4176025,7527233
2026-07-20,12:00,2481260,2798849,5280109
2026-07-20,13:30,3344429,3699339,7043768
2026-07-21,12:00,2485921,2818359,5304280
2026-07-21,13:30,3041529,3751884,6793413
2026-07-22,12:00,2044773,2205441,4250214
2026-07-22,13:30,2497848,2929314,5427162
2026-07-23,12:00,2743044,3059146,5802190
2026-07-23,13:30,3371129,3881768,7252897
2026-07-24,12:00,2650465,3105446,5755911
2026-07-24,13:30,3355494,4066990,7422484
2026-07-27,12:00,3174583,2980892,6155475
2026-07-27,13:30,3932025,3658381,7590406
2026-07-28,12:00,2635540,2974018,5609558
2026-07-28,13:30,3242273,3841628,7083901
2026-07-29,12:00,1585688,1822348,3408036
2026-07-29,13:30,2335922,2534306,4870228
2026-07-30,12:00,2663894,2966819,5630713
2026-07-30,13:30,3231019,3621469,6852488
2026-07-31,12:00,3262832,3279858,6542690
2026-07-31,13:30,4086447,4090323,8176770
2026-08-03,12:00,2624130,2470884,5095014
2026-08-03,13:30,3726564,3337111,7063675
2026-08-04,12:00,4187311,2167121,6354432
2026-08-04,13:30,5915003,2978456,8893459
2026-08-05,12:00,2916475,3106388,6022863
2026-08-05,13:30,3675772,3757089,7432861
2026-08-06,12:00,2594524,2999196,5593720
2026-08-06,13:30,3332661,3634975,6967636
2026-08-07,12:00,2785644,2480060,5265704
2026-08-07,13:30,3309400,3099376,6408776
2026-08-10,12:00,2537858,2557518,5095376
2026-08-10,13:30,3084963,3193319,6278282
2026-08-11,12:00,2183018,2290403,4473421
2026-08-11,13:30,2959225,3188892,6148117
